"pitch","roll","yaw","vgx","vgy","vgz","temperature_low","temperature_high","tof","height","battery","barometer","time","acc_x","acc_y","acc_z"
"0","0","149","0","0","0","84","86","87","130","59","-13.73","46","9.00","-2.00","-1012.00"
"0","0","149","0","0","0","84","86","88","130","59","-13.68","46","10.00","-5.00","-1014.00"
"0","0","149","0","0","0","84","86","90","130","59","-13.62","46","6.00","-7.00","-984.00"
"0","0","149","0","0","0","84","85","91","130","59","-13.69","46","18.00","4.00","-999.00"
"0","0","149","0","0","0","84","85","91","130","59","-13.63","47","-6.00","-6.00","-1011.00"
"0","0","149","0","0","0","84","85","92","130","59","-13.89","47","6.00","-5.00","-1014.00"
"0","1","149","0","0","0","84","85","91","130","59","-13.71","47","10.00","-15.00","-976.00"
"0","0","149","0","0","0","84","85","91","130","59","-13.74","47","-8.00","-13.00","-971.00"
"0","0","149","0","0","0","84","85","91","130","59","-13.65","47","0.00","13.00","-1021.00"
"0","0","149","0","0","0","84","85","90","130","59","-13.89","47","-36.00","-8.00","-960.00"
"0","0","149","0","0","0","84","85","90","130","59","-13.87","47","1.00","-5.00","-992.00"
"0","0","149","0","0","0","84","85","90","130","59","-13.71","47","2.00","-19.00","-956.00"
"1","0","149","0","0","0","84","85","90","130","59","-13.98","47","-10.00","-7.00","-987.00"
"1","0","149","0","0","0","83","85","89","130","59","-13.57","47","-26.00","-17.00","-935.00"
"1","0","149","0","0","0","83","85","90","130","59","-13.69","48","21.00","-4.00","-969.00"
"1","0","149","0","0","0","83","85","88","130","59","-13.68","48","3.00","-8.00","-996.00"
"1","0","149","0","0","0","83","85","89","130","59","-13.91","48","4.00","-6.00","-985.00"
"1","0","149","0","0","0","83","85","88","130","59","-13.68","48","35.00","-5.00","-1073.00"
"1","0","149","0","0","0","83","85","87","130","59","-13.85","48","-12.00","10.00","-983.00"
"1","0","149","0","0","0","83","85","87","130","59","-13.68","48","53.00","-4.00","-1058.00"
"1","0","149","0","0","0","83","85","87","130","59","-13.88","48","9.00","-33.00","-973.00"
"0","2","149","0","0","0","83","85","84","130","59","-13.67","48","16.00","-11.00","-968.00"
"0","5","149","0","0","0","83","85","82","130","59","-13.57","48","-7.00","-10.00","-992.00"
"0","4","149","0","-1","0","83","86","83","130","59","-13.56","48","2.00","-5.00","-1032.00"
"0","2","149","0","-1","0","83","86","82","130","59","-13.58","49","1.00","-6.00","-1029.00"
"0","1","149","-1","-1","0","83","86","84","130","59","-13.77","49","0.00","-30.00","-1018.00"
"0","1","149","-1","-1","0","83","86","84","130","59","-13.90","49","4.00","-25.00","-1017.00"
"0","1","149","-1","-2","0","83","86","84","130","59","-13.73","49","-6.00","-18.00","-1018.00"
"1","1","149","-1","-2","0","83","86","86","130","59","-13.62","49","-5.00","-24.00","-1022.00"
"1","1","149","-1","-2","0","83","86","88","130","59","-13.83","49","9.00","-7.00","-1016.00"
"2","0","149","0","-2","0","83","86","100","130","59","-13.66","49","7.00","-17.00","-1002.00"
"2","0","149","0","-2","0","83","86","103","130","59","-14.08","49","8.00","-14.00","-1038.00"
"1","0","149","0","-2","0","83","86","94","130","59","-13.79","49","-3.00","-18.00","-975.00"
"1","0","149","0","-2","0","83","86","90","130","59","-14.07","49","-6.00","-26.00","-958.00"
"-1","-2","149","0","-2","0","83","86","82","130","59","-13.84","50","16.00","-15.00","-1001.00"
"-2","-4","149","0","-1","0","83","86","80","130","59","-13.75","50","14.00","-17.00","-1014.00"
"0","-1","149","0","0","0","83","86","81","130","59","-13.90","50","11.00","-11.00","-987.00"
"0","0","149","0","0","0","83","86","81","130","59","-14.01","50","0.00","-3.00","-1024.00"
"0","0","149","0","0","0","83","86","82","130","59","-13.89","50","-24.00","18.00","-973.00"
"0","0","149","0","0","0","83","86","84","130","59","-14.07","50","-11.00","-4.00","-982.00"
"0","0","149","0","0","0","83","86","87","130","59","-13.99","50","0.00","7.00","-1013.00"
"0","0","149","0","0","0","83","86","90","130","59","-13.64","50","5.00","4.00","-995.00"
"0","0","149","0","0","0","83","86","92","130","59","-13.87","50","-3.00","3.00","-1010.00"
"1","0","149","0","0","0","83","86","94","130","59","-14.00","50","12.00","-17.00","-1002.00"
"1","0","149","0","0","0","83","86","96","130","59","-13.87","51","4.00","5.00","-1034.00"
"1","0","149","0","0","0","83","86","97","130","59","-13.70","51","1.00","-12.00","-942.00"
"1","0","149","0","0","0","83","86","94","130","59","-13.88","51","1.00","2.00","-1014.00"
"0","0","149","0","0","0","83","86","91","130","59","-13.64","51","-4.00","-7.00","-1012.00"
"0","0","149","0","0","0","83","86","88","130","59","-13.88","51","0.00","17.00","-1052.00"
"0","0","149","0","0","0","83","86","87","130","59","-13.84","51","17.00","-1.00","-1010.00"
"0","0","149","0","0","0","83","86","85","130","59","-13.99","51","-1.00","-8.00","-1019.00"
"0","0","149","0","0","0","83","86","84","130","59","-13.86","51","-4.00","-13.00","-1008.00"
"0","0","149","0","0","0","83","86","83","130","59","-14.02","51","-7.00","-22.00","-986.00"
"0","0","149","0","0","0","82","85","83","130","59","-14.09","51","-18.00","-1.00","-984.00"
"0","0","149","0","0","0","82","85","84","130","59","-13.67","52","-7.00","-9.00","-1010.00"
"0","0","149","0","0","0","82","85","85","130","59","-14.13","52","7.00","0.00","-1003.00"
"0","0","149","0","0","0","82","85","86","130","59","-13.83","52","3.00","-9.00","-986.00"
"0","0","149","0","0","0","82","85","87","130","59","-13.79","52","8.00","5.00","-1050.00"
"0","0","149","0","0","0","82","85","88","130","59","-13.54","52","13.00","0.00","-1038.00"
"0","0","149","0","0","0","82","85","91","130","59","-13.83","52","15.00","-12.00","-1032.00"
"0","0","149","0","0","0","82","85","94","130","59","-13.77","52","0.00","-10.00","-1045.00"
"0","0","149","0","0","0","82","85","98","130","59","-13.75","52","-5.00","-4.00","-998.00"
"0","0","149","0","0","0","82","85","101","130","59","-13.96","52","-8.00","14.00","-996.00"
"0","0","149","0","0","0","82","85","105","130","59","-14.02","52","11.00","-7.00","-1005.00"
"0","0","149","0","0","0","82","85","106","140","59","-13.73","53","-4.00","-15.00","-964.00"
"0","0","149","0","0","0","82","85","108","140","59","-14.15","53","-2.00","-25.00","-995.00"
"1","0","149","0","0","0","82","85","109","140","59","-13.76","53","13.00","-3.00","-985.00"
"1","0","149","0","0","0","82","85","108","140","59","-13.64","53","16.00","-24.00","-952.00"
"1","0","149","0","0","0","82","85","106","140","59","-13.94","53","3.00","2.00","-988.00"
"0","0","149","0","0","0","82","85","102","140","59","-13.86","53","-16.00","0.00","-936.00"
"0","0","149","0","0","0","82","85","98","140","59","-13.98","53","-31.00","-6.00","-948.00"
"0","0","149","0","0","0","82","85","93","140","59","-13.70","53","4.00","12.00","-1018.00"
"0","0","149","0","0","1","82","85","86","140","59","-13.56","53","7.00","1.00","-998.00"
"0","0","149","0","0","0","82","85","82","140","59","-13.97","53","21.00","-20.00","-1018.00"
"0","0","149","0","0","0","82","85","79","140","59","-13.89","54","7.00","-2.00","-1036.00"
"0","0","149","0","0","0","82","85","77","140","59","-13.99","54","-2.00","-6.00","-1113.00"
"0","0","149","0","0","-1","82","85","77","140","59","-14.09","54","-1.00","5.00","-1085.00"
"0","0","149","0","0","-1","82","85","79","140","59","-13.96","54","17.00","-20.00","-1029.00"
"0","0","149","0","0","-2","82","85","82","140","59","-13.70","54","20.00","8.00","-1031.00"
"0","0","149","0","0","-2","82","85","85","140","59","-13.96","54","1.00","-27.00","-967.00"
"0","0","149","0","0","-2","82","85","91","140","59","-13.83","54","10.00","-13.00","-1008.00"
"0","0","149","0","0","-2","82","85","97","140","59","-13.65","54","2.00","-12.00","-1022.00"
"0","0","148","0","0","-3","82","85","103","150","59","-13.82","54","8.00","-29.00","-988.00"
"1","0","148","0","0","-3","82","85","107","150","59","-13.80","54","27.00","-14.00","-1022.00"
"1","0","148","0","0","-3","82","85","112","150","59","-13.71","55","-10.00","-17.00","-1001.00"
"1","0","148","0","0","-3","82","85","115","160","59","-13.75","55","-1.00","0.00","-1010.00"
"0","0","148","0","0","-3","82","85","115","160","59","-13.56","55","20.00","-8.00","-1003.00"
"0","0","148","0","0","-2","82","85","117","160","59","-13.78","55","11.00","-10.00","-1039.00"
"0","0","148","0","0","-2","82","85","118","170","59","-13.74","55","22.00","-12.00","-966.00"
"0","0","148","0","0","-2","82","85","120","170","59","-13.64","55","16.00","-35.00","-921.00"
"0","0","148","0","0","-2","82","85","119","170","59","-13.93","55","4.00","-18.00","-967.00"
"0","0","149","0","0","-2","82","85","121","170","59","-13.63","55","38.00","-3.00","-1010.00"
"0","0","149","0","0","-1","82","85","123","170","59","-13.69","55","12.00","-21.00","-995.00"
"0","0","149","0","0","-1","83","85","127","170","59","-13.43","55","-4.00","-16.00","-948.00"
"0","0","149","0","0","-1","83","85","130","180","59","-13.82","56","0.00","-17.00","-1012.00"
"0","0","149","0","0","-1","83","85","130","180","59","-13.52","56","13.00","-6.00","-1004.00"
"0","0","149","0","0","-1","83","85","132","180","59","-13.42","56","-11.00","-10.00","-990.00"
"0","0","149","0","0","-1","83","85","133","180","59","-13.52","56","-6.00","-26.00","-955.00"
"0","0","149","0","0","-1","83","85","135","180","59","-13.54","56","2.00","-4.00","-996.00"
"0","0","149","0","0","-1","83","85","137","180","59","-13.25","56","1.00","-16.00","-969.00"
"0","0","149","0","0","-1","83","85","137","180","59","-13.58","56","0.00","-16.00","-990.00"
"0","0","149","0","0","0","83","85","136","190","59","-13.80","56","10.00","-39.00","-938.00"
"0","0","149","0","0","0","83","85","137","190","59","-13.31","56","17.00","-12.00","-993.00"
"0","0","149","0","0","0","82","85","137","190","59","-13.52","56","5.00","-24.00","-983.00"
"0","0","149","0","0","0","82","85","137","190","59","-13.75","57","10.00","-11.00","-995.00"
"0","0","149","0","0","0","82","85","134","190","59","-13.52","57","16.00","-11.00","-992.00"
"0","0","149","0","0","0","82","85","133","190","59","-13.91","57","9.00","-12.00","-1007.00"
"0","1","149","0","0","0","82","85","133","180","59","-13.56","57","16.00","-12.00","-999.00"
"0","1","149","0","0","0","82","85","133","180","59","-13.49","57","7.00","-9.00","-1025.00"
"0","1","149","0","0","0","82","85","134","180","59","-13.70","57","4.00","-14.00","-1018.00"
"0","1","149","0","0","0","82","85","135","180","59","-13.78","57","21.00","-9.00","-1026.00"
"0","1","149","0","0","0","82","85","136","180","59","-13.69","57","7.00","-8.00","-1011.00"
"0","0","149","0","0","0","82","85","136","180","59","-13.89","57","-3.00","-14.00","-1007.00"
"0","0","149","0","0","0","82","85","137","180","59","-13.68","57","4.00","-21.00","-998.00"
"0","0","149","0","0","0","82","85","137","180","59","-13.63","58","7.00","-18.00","-999.00"
"0","0","149","0","0","0","82","85","139","180","59","-13.59","58","6.00","-9.00","-1030.00"
"0","0","149","0","0","0","82","85","138","180","59","-13.52","58","17.00","-6.00","-1006.00"
"0","0","149","0","0","0","82","85","135","190","59","-13.69","58","32.00","-9.00","-1020.00"
"0","0","149","0","0","0","82","85","134","190","59","-13.91","58","5.00","-5.00","-999.00"
"0","0","149","0","0","0","82","85","132","190","59","-13.31","58","-5.00","22.00","-1062.00"
"0","0","149","0","0","0","82","85","130","180","59","-13.48","58","14.00","-21.00","-1006.00"
"0","0","149","0","0","0","82","85","128","180","59","-13.34","58","15.00","2.00","-973.00"
"0","0","149","0","0","0","82","85","128","180","59","-13.69","58","10.00","-28.00","-962.00"
"0","0","149","0","0","0","82","85","126","180","59","-13.49","58","-3.00","-17.00","-979.00"
"0","1","149","0","0","0","82","85","127","180","59","-13.93","59","0.00","-25.00","-1019.00"
"0","0","149","0","0","0","82","85","97","180","59","-13.46","59","8.00","-12.00","-1033.00"
"0","1","149","0","0","0","82","85","79","180","59","-13.36","59","4.00","-12.00","-994.00"
"0","0","149","0","0","0","82","85","76","180","59","-13.51","59","7.00","-11.00","-984.00"
"0","0","149","0","0","0","82","85","76","180","59","-13.51","59","-1.00","-29.00","-914.00"
"0","0","149","0","0","0","82","85","77","180","59","-13.47","59","1.00","-8.00","-952.00"
"0","0","149","0","0","0","82","85","78","180","59","-13.24","59","1.00","-3.00","-951.00"
"0","0","149","0","0","0","82","85","77","180","59","-13.62","59","0.00","-5.00","-920.00"
"0","0","149","0","0","1","82","85","75","180","59","-13.41","59","1.00","-5.00","-900.00"
"0","0","149","0","0","3","82","85","73","180","59","-13.73","60","22.00","-36.00","-917.00"
"0","0","149","0","0","3","82","85","69","170","59","-13.42","60","35.00","8.00","-1039.00"
"0","0","149","0","0","4","82","85","65","170","59","-13.71","60","-22.00","-37.00","-908.00"
"0","0","149","0","0","4","82","85","59","170","59","-13.57","60","21.00","0.00","-1013.00"
"0","0","149","0","0","4","82","85","54","160","59","-13.56","60","15.00","-17.00","-994.00"
"0","0","149","0","0","4","82","85","48","160","59","-13.73","60","26.00","-23.00","-975.00"
"0","1","149","0","0","4","82","85","42","150","59","-13.67","60","1.00","-18.00","-939.00"
"0","1","149","0","0","4","82","85","37","150","59","-13.77","60","19.00","-3.00","-989.00"
"0","1","149","0","0","5","82","85","31","140","59","-13.85","60","-7.00","-12.00","-966.00"
"0","1","149","0","0","4","82","85","30","140","59","-13.81","60","7.00","-9.00","-1031.00"
"0","1","149","0","0","4","82","85","25","130","59","-13.84","61","2.00","-4.00","-1016.00"
"0","0","149","0","0","4","82","85","23","130","59","-13.95","61","5.00","-3.00","-1027.00"
"0","0","149","0","0","3","82","85","19","130","59","-13.86","61","40.00","-9.00","-1056.00"
"0","0","149","0","0","1","82","85","17","130","59","-14.48","61","-19.00","-5.00","-1063.00"
"0","0","149","0","0","0","82","85","16","120","59","-13.87","61","-3.00","-14.00","-1152.00"
"0","0","149","0","0","0","82","85","16","130","59","-13.92","61","16.00","-6.00","-1151.00"
"0","0","149","0","0","-1","82","85","18","130","59","-14.26","61","-8.00","-11.00","-1081.00"
"0","0","149","0","0","-1","82","85","19","130","59","-13.98","61","23.00","-7.00","-1051.00"
"0","0","149","0","0","-1","82","85","21","130","59","-13.92","61","13.00","-19.00","-1029.00"
"0","0","149","0","0","-1","82","85","22","130","59","-14.06","61","31.00","-15.00","-1018.00"
"0","0","149","0","0","-1","82","85","23","130","59","-13.93","62","26.00","-25.00","-992.00"
"0","0","149","0","0","-1","82","85","25","140","59","-13.94","62","22.00","-29.00","-995.00"
"0","0","149","0","0","-1","82","85","27","140","59","-14.16","62","1.00","-14.00","-949.00"
"0","0","149","0","0","0","82","85","28","140","59","-13.56","62","8.00","-10.00","-982.00"
"0","0","149","0","0","0","82","85","28","140","59","-14.00","62","8.00","-11.00","-967.00"
"0","1","149","0","0","0","82","85","29","140","59","-13.76","62","13.00","-19.00","-980.00"
"0","0","149","0","0","0","82","85","29","140","59","-13.98","62","17.00","-14.00","-999.00"
"0","1","149","0","0","0","82","85","29","140","59","-13.84","62","9.00","-9.00","-990.00"
"0","1","149","0","0","0","82","85","28","140","59","-13.70","62","29.00","-16.00","-1003.00"
"0","1","149","0","0","0","82","85","27","140","59","-13.63","62","17.00","-15.00","-995.00"
"0","1","149","0","0","0","82","84","27","140","59","-13.97","63","9.00","-13.00","-1009.00"
"0","1","149","0","0","0","82","84","27","140","59","-14.14","63","21.00","-5.00","-1026.00"
"0","0","149","0","0","0","82","84","27","140","59","-14.23","63","3.00","-11.00","-974.00"
"0","0","149","0","0","0","82","84","27","140","59","-13.50","63","5.00","-17.00","-1001.00"
"0","1","149","0","0","0","82","84","27","140","59","-13.94","63","20.00","-14.00","-1014.00"
"0","1","149","0","0","0","82","84","27","140","59","-13.99","63","5.00","-33.00","-952.00"
"0","1","149","0","0","0","82","84","27","140","59","-14.03","63","8.00","-18.00","-964.00"
"0","1","149","0","0","1","82","84","26","140","59","-13.86","63","14.00","-19.00","-933.00"
"0","0","149","0","0","1","82","84","24","140","59","-13.95","63","4.00","-5.00","-896.00"
"0","0","149","0","0","2","82","84","21","130","59","-13.95","63","29.00","-27.00","-921.00"
"3","0","146","0","-1","0","81","84","10","120","59","-14.83","65","43.00","26.00","-1054.00"
"4","1","145","0","-1","-1","81","84","10","120","59","-14.68","65","98.00","-31.00","-986.00"
"5","1","145","0","-1","0","81","84","10","130","59","-14.39","65","107.00","-9.00","-1002.00"
"6","2","144","0","-1","0","81","84","10","0","59","-14.65","65","124.00","-85.00","-1034.00"
"6","3","144","0","-1","0","81","84","10","0","59","-14.22","65","82.00","-66.00","-1002.00"
"8","3","144","0","-1","0","81","84","10","0","59","-14.44","65","143.00","-66.00","-1038.00"
"7","2","144","0","-1","0","81","84","10","0","59","-14.46","65","109.00","-46.00","-1019.00"
"7","2","144","0","-1","0","81","84","10","0","59","-14.41","65","111.00","-68.00","-996.00"
"7","3","144","0","-1","0","81","84","10","0","59","-14.07","65","141.00","-65.00","-987.00"
"6","3","144","0","-1","0","81","84","10","0","59","-14.72","65","99.00","-39.00","-982.00"
"6","3","145","0","-1","0","81","84","10","0","59","-14.43","65","128.00","-85.00","-984.00"
"6","3","145","0","0","0","81","84","10","0","59","-13.96","65","119.00","-60.00","-1009.00"
"7","3","145","0","0","0","81","84","10","0","59","-14.27","65","132.00","-60.00","-990.00"
"7","3","145","0","0","0","81","84","10","0","59","-14.34","65","137.00","-48.00","-991.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.21","65","106.00","-56.00","-1023.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.17","65","105.00","-68.00","-994.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.45","65","93.00","-86.00","-970.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.36","65","100.00","-66.00","-975.00"
"6","3","147","0","0","-1","81","84","10","0","59","-14.24","65","67.00","-54.00","-977.00"
"6","3","147","0","0","-1","82","85","10","0","59","-14.37","65","139.00","-98.00","-1024.00"
"6","4","147","0","0","-1","82","85","10","0","59","-14.46","65","94.00","-54.00","-992.00"
"5","4","147","0","0","-1","82","85","10","0","59","-13.94","65","132.00","-92.00","-1020.00"
"2","4","147","0","0","-1","82","85","10","0","59","-14.36","65","44.00","-49.00","-972.00"
"1","4","148","0","0","0","82","85","10","0","59","-14.08","65","30.00","-88.00","-964.00"
"1","3","147","0","0","0","82","85","10","0","59","-14.42","65","44.00","-61.00","-1041.00"
"0","3","146","0","0","-1","82","85","10","0","59","-14.42","65","-19.00","-113.00","-1069.00"
"0","2","147","0","0","-1","82","85","10","0","59","-13.93","65","-40.00","-82.00","-959.00"
"1","3","148","0","0","-1","82","85","10","0","59","-14.17","65","41.00","-95.00","-1004.00"
"2","3","150","0","0","0","82","85","10","0","59","-14.21","65","52.00","5.00","-987.00"
"2","4","151","0","0","0","83","86","10","0","59","-14.39","65","2.00","-101.00","-989.00"
"5","5","151","0","0","0","83","86","10","0","59","-14.08","65","59.00","-108.00","-987.00"
"5","7","150","0","0","-1","83","86","10","0","59","-14.13","65","74.00","-43.00","-1108.00"
"2","5","149","0","0","0","83","86","10","0","59","-14.45","65","100.00","-104.00","-774.00"
"2","3","149","0","0","1","83","86","10","0","59","-14.25","65","54.00","-203.00","-1025.00"
"3","4","148","0","0","1","83","86","10","0","59","-14.06","65","93.00","-179.00","-975.00"
"5","3","147","0","0","0","83","86","10","0","59","-14.36","65","85.00","21.00","-1065.00"
"5","3","147","0","0","0","83","86","10","0","59","-14.05","65","156.00","-24.00","-975.00"
"4","1","146","0","0","0","83","86","10","0","59","-14.72","65","191.00","60.00","-929.00"
"4","1","148","0","0","0","83","86","10","0","59","-14.45","65","63.00","-16.00","-1003.00"
"4","1","147","0","0","0","82","84","10","0","59","-14.60","65","111.00","-5.00","-957.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.60","65","39.00","-42.00","-997.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.39","65","58.00","-47.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.24","65","41.00","-1.00","-1008.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.48","65","63.00","-25.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.15","65","51.00","-29.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.39","65","47.00","-13.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.25","65","58.00","-21.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.53","65","52.00","-27.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.39","65","50.00","-17.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.50","65","55.00","-21.00","-999.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.54","65","53.00","-24.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.58","65","52.00","-24.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.52","65","53.00","-23.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.44","65","55.00","-21.00","-996.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.71","65","50.00","-23.00","-996.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.27","65","52.00","-22.00","-996.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.25","65","53.00","-21.00","-995.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.40","65","55.00","-20.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.16","65","53.00","-20.00","-997.00"
